Id,ParticipantId,CorrectSentence,TypedSentence,TaskCompletionTime,Accuracy,CPS,WPM,AWPM
5,220,physics and chemistry are hard,physica snd chemisty are hard,7.171766042709351,0.9152542372881356,4.043634416864549,48.52361300237459,44.411442408953015
6,220,my bank account is overdrawn,my bank account is oversrawn,5.677359938621521,0.9642857142857143,4.931869795593492,59.182437547121914,57.068779063296134
7,220,elections bring out the best,elections bring out the best,4.960710048675537,1.0,5.64435327307141,67.73223927685692,67.73223927685692
8,220,we are having spaghetti,we are having spaghetti,4.207987904548645,1.0,5.465795178531297,65.58954214237556,65.58954214237556
9,220,time to go shopping,time to go shopping,3.55485200881958,1.0,5.344807590544147,64.13769108652977,64.13769108652977
10,220,a problem with the engine,a problem with thw engine,3.982123017311096,0.96,6.27805818437048,75.33669821244577,72.32323028394794
11,220,elephants are afraid of mice,elephants are afraid of mice,5.272221922874451,1.0,5.31085383157282,63.730245978873846,63.730245978873846
12,220,my favorite place to visit,my favorite place to visit,4.541658997535706,1.0,5.7247803091574125,68.69736370988895,68.69736370988895
13,220,circumstances are unacceptable,circumstances are uncacceptable,6.740952968597412,0.9836065573770492,4.598756310037,55.185075720444004,54.280402347977706
14,220,my favorite subject is psychology,my favorite subject is psychology,6.4373860359191895,1.0,5.126304344009712,61.51565212811654,61.51565212811654
15,220,watch out for low flying objects,watch out for low flying objects,6.139397025108337,1.0,5.21223824898917,62.54685898787004,62.54685898787004
16,220,if at first you do not succeed,if at first you fo not succees,6.781023979187012,0.9333333333333333,4.424110590388556,53.08932708466267,49.55003861235183
17,220,please provide your date of birth,please provide your date of birth,6.574692010879517,1.0,5.019246520657245,60.23095824788694,60.23095824788694
18,220,we run the risk of failure,we rhn the risk of failure,5.688153028488159,0.9615384615384616,4.570903748507357,54.850844982088276,52.741197098161805
19,220,prayer in schools offends some,prayer in schools offends some,6.360928058624268,1.0,4.716292925106334,56.59551510127601,56.59551510127601
20,220,he is just like everyone else,he is just like everyone else,4.75179398059845,1.0,6.102958191875921,73.23549830251105,73.23549830251105
1,160,prevailing wind from the east,prevailing wind from the east,11.607882022857666,1.0,2.498302441642208,29.979629299706495,29.979629299706495
2,160,never too rich and never too thin,never too rich and never too him,12.180634021759031,0.9538461538461538,2.6271210466414465,31.525452559697356,30.07043167232671
3,160,breathing is difficult,breathing is difficult,10.36892592906952,1.0,2.121724096641726,25.460689159700713,25.460689159700713
4,160,i can see the rings on saturn,i can see the ring on saturn,11.525238990783691,0.9824561403508771,2.429450705741596,29.15340846889915,28.641945162427234
5,160,physics and chemistry are hard,physics and chemistry are hard,11.719994068145752,1.0,2.5597282580149265,30.71673909617912,30.71673909617912
6,160,my bank account is overdrawn,my bank account is over drawn,12.10378909111023,0.9824561403508771,2.395943929764886,28.751327157178633,28.246917908807077
7,160,elections bring out the best,electrons bring out the best,10.58198595046997,0.9642857142857143,2.6460061590571717,31.75207390868606,30.61807126909013
8,160,we are having spaghetti,we are having spagetti,8.649104952812195,0.9777777777777777,2.5436157984008343,30.52338958081001,29.845092034569788
9,160,time to go shopping,time to go shopping,6.256322979927063,1.0,3.036927610828286,36.44313132993943,36.44313132993943
10,160,a problem with the engine,a problem with engine,6.57606303691864,0.9130434782608696,3.193400045301271,38.32080054361525,34.98855701808349
11,160,elephants are afraid of mice,elephants are aftaid of micr,10.704725980758669,0.9285714285714286,2.615667140880478,31.38800569056574,29.14600528409676
12,160,my favorite place to visit,my favorite place to visit,12.018939971923828,1.0,2.1632523384537943,25.95902806144553,25.95902806144553
13,160,circumstances are unacceptable,circumstances are unacceptable,14.02260410785675,1.0,2.139402907566309,25.672834890795706,25.672834890795706
14,160,my favorite subject is psychology,my favourite subject is physchology,18.77940809726715,0.9411764705882353,1.863743511974338,22.364922143692056,21.04933848818076
15,160,watch out for low flying objects,whatch out for low flying objects,13.59216296672821,0.9846153846153847,2.427869654063122,29.134435848757466,28.686213758776585
16,160,if at first you do not succeed,if at first you do not successd,19.730819940567017,0.9508196721311475,1.5711460594834832,18.8537527138018,17.92651897377876
17,160,please provide your date of birth,please provide your date of bith,9.546136021614076,0.9846153846153847,3.3521416338030963,40.22569960563716,39.60684268862736
18,160,we run the risk of failure,we run thr risk of failure,9.256686091423036,0.9615384615384616,2.8087805660916607,33.70536679309993,32.409006531826854
19,160,prayer in schools offends some,preayer in school offers some,9.689311027526855,0.9152542372881356,2.9929888634612336,35.9158663615348,32.87214887326914
20,160,he is just like everyone else,he is just like everyone else,9.184417009353638,1.0,3.1575221345530893,37.89026561463707,37.89026561463707
1,200,prevailing wind from the east,prevailing wind from the east,4.167037963867188,1.0,6.959379840419492,83.51255808503392,83.51255808503392
2,200,never too rich and never too thin,never too rich and never too thin,5.676555037498474,1.0,5.81338501644165,69.7606201972998,69.7606201972998
3,200,breathing is difficult,breathi is difficult,5.009191989898682,0.9523809523809523,3.992659902102201,47.91191882522641,45.630398881168006
4,200,i can see the rings on saturn,i can see teh rings on saturn,5.885499954223633,0.9655172413793104,4.927363898658877,59.128366783906515,57.089457584461464
5,200,physics and chemistry are hard,physics and chemistry are hard,5.191036105155945,1.0,5.779193092146441,69.35031710575728,69.35031710575728
6,200,my bank account is overdrawn,my bank account is overdrawn,5.881213068962097,1.0,4.76092256336861,57.13107076042333,57.13107076042333
7,200,elections bring out the best,elections being out the best,4.634661078453064,0.9642857142857143,6.041434211915602,72.49721054298723,69.90802445216626
8,200,we are having spaghetti,we are havinng spaghetti,4.303140997886658,0.9787234042553191,5.577321312916958,66.92785575500349,65.50385882404596
9,200,time to go shopping,time to go shopping,3.3571490049362183,1.0,5.659564103965345,67.91476924758413,67.91476924758413
10,200,a problem with the engine,a problem with the engine,3.932060956954956,1.0,6.357988920741543,76.29586704889851,76.29586704889851
11,200,elephants are afraid of mice,elephants are afraid of mice,5.30757999420166,1.0,5.275473950574272,63.305687406891266,63.305687406891266
12,200,my favorite place to visit,my favorite palce to visit,5.522629022598267,0.9615384615384616,4.707902684321102,56.49483221185322,54.32195404985887
13,200,circumstances are unacceptable,circumstances are unacceptable,5.46746301651001,1.0,5.487005565361756,65.84406678434108,65.84406678434108
14,200,my favorite subject is psychology,my favorite subject is psychology,5.831711053848267,1.0,5.658716574824767,67.90459889789722,67.90459889789722
15,200,watch out for low flying objects,watch out for low flying ovjects,5.715472102165222,0.96875,5.598837581217005,67.18605097460406,65.08648688164769
16,200,if at first you do not succeed,if at first you do not succeed,5.6337820291519165,1.0,5.325019648393472,63.900235780721665,63.900235780721665
17,200,please provide your date of birth,please provide your date of birth,5.685835003852844,1.0,5.803896873130945,69.64676247757134,69.64676247757134
18,200,we run the risk of failure,we run the risk of failure,4.14869499206543,1.0,6.267030969913719,75.20437163896463,75.20437163896463
19,200,prayer in schools offends some,prayer in schools offends some,5.284219026565552,1.0,5.6772817041042165,68.1273804492506,68.1273804492506
20,200,he is just like everyone else,he is just like everyone else,4.730072975158691,1.0,6.130983634354408,73.57180361225289,73.57180361225289
1,230,prevailing wind from the east,prevailing wind from the east,14.06183397769928,1.0,2.062319896963029,24.747838763556352,24.747838763556352
2,230,never too rich and never too thin,never too rich and never too thin,15.767209887504578,1.0,2.0929511457922754,25.115413749507304,25.115413749507304
3,230,breathing is difficult,breathing is difficult,12.082165002822876,1.0,1.8208657136249937,21.850388563499926,21.850388563499926
4,230,i can see the rings on saturn,i can see the rings on saturn,14.79011595249176,1.0,1.9607689414439131,23.52922729732696,23.52922729732696
5,230,physics and chemistry are hard,physics and chemistry are hard,16.090501070022583,1.0,1.864454057051804,22.373448684621646,22.373448684621646
6,230,my bank account is overdrawn,my bank account is overdrawn,14.037827968597412,1.0,1.9946105667227105,23.935326800672527,23.935326800672527
7,230,elections bring out the best,elections bring out the best,13.328174948692322,1.0,2.1008127600206197,25.209753120247434,25.209753120247434
8,230,we are having spaghetti,we are having spaghetti,11.656064987182615,1.0,1.973221668315297,23.678660019783564,23.678660019783564
9,230,time to go shopping,timebto go shopping,9.188776016235352,0.9473684210526316,2.067740030492583,24.812880365910992,23.506939294020942
10,230,a problem with the engine,a problem witg the engine,10.905919075012209,0.96,2.2923331658750654,27.507997990500787,26.407678070880753
11,230,elephants are afraid of mice,elephants are afraid of mice,12.976261973381042,1.0,2.1577862760044475,25.893435312053374,25.893435312053374
12,230,my favorite place to visit,my favorite place to visit,11.33623707294464,1.0,2.2935300164154366,27.52236019698524,27.52236019698524
13,230,circumstances are unacceptable,circumstances are unacceptable,14.665361046791077,1.0,2.0456366470816816,24.54763976498018,24.54763976498018
14,230,my favorite subject is psychology,my favorite subject is psychology,25.12231910228729,1.0,1.3135729972077093,15.76287596649251,15.76287596649251
15,230,watch out for low flying objects,watch out for low flying objects,16.07497811317444,1.0,1.990671450667421,23.888057408009054,23.888057408009054
16,230,if at first you do not succeed,if at first you do not succeed,13.8352530002594,1.0,2.1683737911722702,26.02048549406724,26.02048549406724
17,230,please provide your date of birth,please provide your date of birth,12.829582929611206,1.0,2.5721802634623954,30.866163161548748,30.866163161548748
18,230,we run the risk of failure,we run the risk of failure,11.089033961296082,1.0,2.344658704333261,28.13590445199913,28.13590445199913
19,230,prayer in schools offends some,prayer in schools offends some,12.861158013343813,1.0,2.332604884324892,27.9912586118987,27.9912586118987
20,230,he is just like everyone else,he is just like everyone else,11.455164074897766,1.0,2.531609308289966,30.379311699479594,30.379311699479594
